,NODE_ID,Width,distance downstream,Best Mannings N
168,1.7,18.4898,16.6,0.02
169,1.6,14.5425,16.7,0.02
170,1.5,8.1214,16.8,0.02
171,1.4,8.7169,16.900000000000002,0.02
172,1.3,14.8447,17.0,0.02
173,1.2,19.717,17.1,0.02
174,1.1,18.645,17.2,0.021500000000000002
175,1.0,14.3376,17.3,0.023
176,0.9,13.7182,17.400000000000002,0.0245
177,0.8,10.652,17.5,0.026
178,0.7,9.0938,17.6,0.0275
179,0.6,18.8181,17.7,0.028999999999999998
180,0.5,12.3858,17.8,0.0305
181,0.4,8.1946,17.900000000000002,0.032
182,0.3,8.2729,18.0,0.0335
183,0.2,11.8536,18.1,0.034999999999999996
184,0.1,7.158,18.2,0.0365
185,0.0,11.3517,18.3,0.038
