FID,Id,NODE_ID,STREAM_ID,STREAM_KM,LENGTH,LONGITUDE,LATITUDE,STREAM_AZM,CHANWIDTH,LEFT,RIGHT,ELEVATION,Z_NODE,GRADIENT,TOPO_NE,TOPO_E,TOPO_SE,TOPO_S,TOPO_SW,TOPO_W,TOPO_NW,TOPO_N,LC_T0_S0,LC_T1_S1,LC_T1_S2,LC_T1_S3,LC_T1_S4,LC_T1_S5,LC_T2_S1,LC_T2_S2,LC_T2_S3,LC_T2_S4,LC_T2_S5,LC_T3_S1,LC_T3_S2,LC_T3_S3,LC_T3_S4,LC_T3_S5,LC_T4_S1,LC_T4_S2,LC_T4_S3,LC_T4_S4,LC_T4_S5,LC_T5_S1,LC_T5_S2,LC_T5_S3,LC_T5_S4,LC_T5_S5,LC_T6_S1,LC_T6_S2,LC_T6_S3,LC_T6_S4,LC_T6_S5,LC_T7_S1,LC_T7_S2,LC_T7_S3,LC_T7_S4,LC_T7_S5,LC_T8_S1,LC_T8_S2,LC_T8_S3,LC_T8_S4,LC_T8_S5,ELE_T1_S1,ELE_T1_S2,ELE_T1_S3,ELE_T1_S4,ELE_T1_S5,ELE_T2_S1,ELE_T2_S2,ELE_T2_S3,ELE_T2_S4,ELE_T2_S5,ELE_T3_S1,ELE_T3_S2,ELE_T3_S3,ELE_T3_S4,ELE_T3_S5,ELE_T4_S1,ELE_T4_S2,ELE_T4_S3,ELE_T4_S4,ELE_T4_S5,ELE_T5_S1,ELE_T5_S2,ELE_T5_S3,ELE_T5_S4,ELE_T5_S5,ELE_T6_S1,ELE_T6_S2,ELE_T6_S3,ELE_T6_S4,ELE_T6_S5,ELE_T7_S1,ELE_T7_S2,ELE_T7_S3,ELE_T7_S4,ELE_T7_S5,ELE_T8_S1,ELE_T8_S2,ELE_T8_S3,ELE_T8_S4,ELE_T8_S5
161,0,24,0,2.4,100,-90.76261442,43.56151765,177.3948789,17.04222921,7.747241521,9.294987693,242.9092,243.10507,0.000482133,9.275998274,4.527536546,2.413634603,7.728101367,5.352513885,3.762057778,4.592101268,3.333111858,-1,-1,-1,-2,-2,-2,-1,-2,-2,-2,9,-1,-1,-2,10,10,-1,10,10,-1,-1,-1,10,10,10,5,-1,6,5,-2,-2,-1,-1,-2,-2,-2,-1,-1,-1,-1,-1,243.10507,243.02203,243.02203,243.02203,243.23885,243.10507,243.04138,243.20927,243.20927,243.27472,243.03659,243.02538,243.02538,242.98709,243.08601,243.03659,243.03659,242.95912,242.9092,242.9092,243.3489,243.3489,243.3489,243.50325,243.50325,243.44446,243.44446,243.72916,243.72916,243.95898,243.44446,243.48747,243.48747,243.7077,243.69418,243.10507,243.1651,243.1651,243.20383,243.22218
162,0,23,0,2.3,100,-90.76216048,43.56077521,154.0191803,13.58234708,8.31705911,5.265287968,242.71707,242.78871,0.000482133,10.95708712,5.322377865,2.513285997,9.043894574,8.095268632,4.681647991,4.62494826,3.458927631,-1,-1,-2,8,8,8,-1,-1,-1,8,7,-1,-2,-2,-2,-2,-1,-2,-2,-2,-2,-1,-1,-1,9,8,-1,-1,-1,9,9,-1,-1,-1,-1,-1,-1,-1,-2,11,11,242.83516,242.918,242.9747,243.1339,243.1339,242.78871,242.8667,243.05095,243.05095,243.11241,242.78871,242.8667,242.8667,243.05095,243.01544,242.78871,242.78871,242.78871,242.76904,242.76904,242.78871,242.76555,242.76555,242.75085,242.80707,242.76555,242.76555,242.75085,242.75085,242.97488,242.83516,242.76819,242.79779,242.75475,242.75475,242.83516,242.83516,242.88147,242.94682,242.94682
163,0,22,0,2.2,100,-90.76162934,43.56008114,158.1594973,16.8802369,8.506462634,8.373774271,242.65057,242.89494,0.000665,7.62678982,5.411422119,2.595092318,11.82558637,9.395603491,6.285438299,4.396161947,3.558598595,-1,-1,-2,-2,-2,-2,5,5,-2,7,7,-1,-1,11,11,11,-1,-1,-1,-1,-1,-1,-1,-2,-2,-2,-1,-2,-2,-2,-2,-1,-1,-2,-2,-2,-1,-1,-1,-1,-1,242.89494,242.89494,242.93126,242.93126,243.08957,242.89494,242.93126,242.93126,243.01523,243.05197,242.84573,242.84573,242.81082,242.81082,242.85518,242.84573,242.80147,242.80147,242.73819,242.73819,242.8042,242.8042,242.75284,242.75284,242.75284,242.8464,242.8464,242.7858,242.75363,242.75363,242.8464,242.8464,242.7858,242.7858,242.86726,242.89494,242.89494,242.89494,242.9412,242.9412
164,0,21,0,2.1,100,-90.76129127,43.55923886,159.5127336,14.74208995,6.760733557,7.981356398,241.9884,242.06313,0.0066217,4.429367015,5.190206135,2.619831659,15.89396076,9.452179012,7.605155702,4.298770317,3.502653623,-1,-1,-2,11,11,11,-1,11,11,11,-2,-1,-1,11,-2,-2,-1,-1,-1,-2,-2,-1,-1,-1,-1,10,-1,-2,-2,-2,-2,-1,-1,-2,-2,-2,-1,-1,-1,-1,-1,242.06313,242.11806,242.05807,242.19197,242.17451,242.06313,242.00577,242.00577,241.99686,242.0024,242.06313,242.08769,242.00562,241.9884,242,242.08769,242.08769,242.00276,242.00276,242.00276,242.1796,242.24382,242.35187,242.27533,242.27533,242.1796,242.1796,242.29832,242.40512,242.40512,242.1796,242.21439,242.34108,242.38605,242.38605,242.11806,242.11806,242.22812,242.22812,242.33359
165,0,20,0,2,100,-90.76080332,43.55851709,140.176288,13.69065864,6.43171781,7.258940826,241.72522,242.00383,0.0026318,4.05472625,4.98469961,2.677054221,19.92440764,15.46605328,7.104981192,4.153478059,3.370029784,-1,10,10,8,8,-2,10,10,-2,-2,-2,-1,-1,-1,-1,-1,-1,9,9,9,9,-1,8,8,-2,-2,8,8,8,8,8,-1,-1,-1,-1,-1,10,-2,-2,4,-2,242.00383,242.26477,242.26477,242.21272,242.10326,242.26477,242.26477,242.21272,242.21272,242.14734,242.00383,242.19473,242.19473,242.04634,242.04634,242.00383,242.00383,242.10396,242.10396,243.546,242.00383,241.97894,241.97894,245.18283,245.18283,241.97894,241.97894,243.38084,243.38084,244.44185,242.00383,242.22284,242.22284,242.21608,242.09021,242.00383,242.26804,242.12338,242.12338,242.00548
166,0,19,0,1.9,100,-90.75981901,43.55797843,128.3387852,17.24836024,9.091016933,8.157343303,241.68085,241.72343,0.0004437,3.70347111,4.858793913,2.827895858,19.84814154,21.99344126,9.247031115,3.896495452,3.27891454,-1,-1,-2,7,7,8,-1,7,7,7,7,-1,-1,-1,-1,-1,-1,-1,-2,-2,-2,-1,-2,-2,-2,-2,-1,-1,-1,6,-2,-1,-1,-1,-1,-1,-1,10,10,8,8,241.72343,241.71236,241.71236,241.70998,241.70998,241.71236,241.71236,241.7099,241.7099,241.70995,241.72343,241.7206,241.7206,241.72409,241.72409,241.69443,241.69443,241.75032,241.75032,243.18683,241.72343,241.69522,241.69522,244.62816,244.62816,241.69405,241.69405,241.69478,241.69478,242.0962,241.72343,241.69405,241.69405,241.71,241.71,241.72343,241.72343,241.71416,241.71416,241.7101
167,0,18,0,1.8,100,-90.75885805,43.55741909,124.0437308,14.9855899,6.395741646,8.589848249,241.66495,241.71234,0.000159,0,0,0,0,0,0,0,0,-1,4,4,4,4,-2,-1,-1,-2,5,-2,-1,-1,-1,-1,-1,-1,7,7,7,7,-1,10,10,10,-2,-1,10,10,8,-2,-1,5,6,-1,-1,-1,4,6,4,4,241.71234,241.7119,241.7119,241.7119,241.75562,241.71234,241.7119,241.7119,241.70999,241.70999,241.72375,241.71729,241.71729,241.70766,241.70999,241.72375,241.72375,241.71138,241.71138,242.16269,241.71854,241.71854,241.71854,242.64607,242.64607,241.71588,241.71588,241.72038,241.71033,241.71033,241.71588,241.71588,241.71588,241.72038,241.7104,241.71234,241.71234,241.72617,241.72617,241.8185
168,0,17,0,1.7,100,-90.75779899,43.55700525,117.6704655,18.48977562,8.057630146,10.43214547,241.6762,241.70999,0.0000148,0,0,0,0,0,0,0,0,-1,-1,7,6,6,6,-1,-1,-2,-2,7,-1,-1,-1,-1,-1,-1,-1,-1,-2,-2,-1,7,7,7,7,-1,-1,-1,8,8,-1,-1,-1,-1,-1,7,7,7,7,7,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999
169,0,16,0,1.6,100,-90.75668963,43.55661037,77.02743824,14.54247476,8.774100371,5.768374392,241.66199,241.70999,0.0000148,0,0,0,0,0,0,0,0,-1,-1,-1,-2,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,-2,-2,-2,-2,-1,-1,9,9,9,-1,-1,-1,-1,-1,-1,-1,-1,-2,-2,-1,-2,-2,-2,-2,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.8839,241.8839,241.8839,241.70999,242.16107,242.16107,242.16107,242.16107,241.70999,241.70999,242.25679,242.25679,242.71532,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999
170,0,15,0,1.5,100,-90.75645196,43.55724031,59.51256424,8.121413104,4.637874495,3.483538609,241.70999,241.70999,0.00001746,0,0,0,0,0,0,0,0,7,7,7,-1,-1,-1,7,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,-1,-2,-2,6,7,-2,-2,-2,-2,7,6,6,-2,-2,7,7,7,7,7,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.7981,241.7981
171,0,14,0,1.4,100,-90.75539214,43.5571775,119.3066683,8.716910213,4.061592647,4.655317566,241.70312,241.70999,0.00001746,0,0,0,0,0,0,0,0,-1,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,-1,-2,-2,-2,4,3,-2,3,-2,-1,-2,-2,-2,-2,-1,-1,-2,-2,5,-1,-2,-2,-2,-1,-2,-2,-2,-2,-2,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999
172,0,13,0,1.3,100,-90.75489207,43.55661697,150.4295552,14.84465383,8.954175349,5.890478478,241.70999,241.70999,0.00001746,0,0,0,0,0,0,0,0,6,6,6,7,6,-2,6,6,5,5,-2,5,5,-1,-2,9,-1,-1,-1,-2,-2,-1,-2,-2,-2,-2,-1,-2,-2,-2,-2,-1,-1,-2,-2,5,6,6,-1,-1,-1,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999
173,0,12,0,1.2,100,-90.75431702,43.55582807,148.1903564,19.71702532,9.559574392,10.15745093,241.70999,241.70999,0.00001746,0,0,0,0,0,0,0,0,-1,-1,-2,-2,-2,4,-1,-1,-2,-2,-2,-1,-1,-1,-1,-1,-1,-1,8,8,-2,-1,-1,8,8,5,-1,-1,-1,9,9,-1,-1,-1,-1,-1,-1,-1,-2,5,5,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999
174,0,11,0,1.1,100,-90.7535863,43.5551164,136.0899582,18.64498444,9.029630261,9.615354184,241.65326,241.70999,0.00001746,0,0,0,0,0,0,0,0,-1,-1,-1,-2,-2,-2,-1,-2,-2,-2,-2,-1,-1,-2,-2,-2,-1,-1,-1,5,-1,6,6,-2,6,4,-1,-1,6,5,5,-1,-1,-1,-1,7,-1,-1,-1,-1,-2,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999,241.70999
175,0,10,0,1,100,-90.7527201,43.55464323,85.30970401,14.3376157,7.59716525,6.740450452,241.7065,242.251,0.00019615,0,0,0,0,0,0,0,0,-1,-1,-1,-2,-2,-2,-1,-1,-1,-1,-1,-1,-2,-2,-2,-2,-1,-2,-2,-2,-2,-1,-1,-2,-2,-2,-1,-1,-1,-1,-1,-1,-2,-2,-2,-2,-1,-2,-2,-2,-2,241.88428,241.88428,241.7065,241.7065,241.7306,242.251,242.20467,242.20467,242.1542,242.1542,242.251,242.251,242.43147,242.43147,242.60638,242.251,242.5004,242.5004,242.72536,242.72536,242.35493,242.35493,242.77022,242.77022,243.05132,242.35493,242.42482,242.42482,242.56242,242.56242,241.92555,241.92555,241.70999,241.70999,241.70999,241.88428,241.70999,241.70999,241.70999,241.70999
176,0,9,0,0.9,100,-90.7522839,43.55520273,34.48968559,13.71823383,8.314737452,5.403496379,241.69907,241.7111,0.00019615,0,0,0,0,0,0,0,0,-1,-2,8,8,8,8,8,8,8,7,7,8,-1,8,7,11,-1,-1,-1,-2,-2,-1,-2,-2,-2,-2,-1,-1,-2,-2,-2,-1,-1,-1,-2,-2,-1,-1,-2,-2,-2,241.7109,241.7109,241.71141,241.71141,241.71205,241.7111,241.7119,241.7119,241.71255,241.71255,241.7111,241.7111,241.7123,241.7123,241.71323,241.7111,241.71138,241.71138,241.71176,241.71176,241.71037,241.71037,241.70999,241.70999,241.70999,241.71037,241.70999,241.70999,241.70999,241.70999,241.71031,241.71031,241.70999,241.70999,241.70999,241.7109,241.71078,241.71078,241.71068,241.71068
177,0,8,0,0.8,100,-90.75175107,43.55568913,94.56357368,10.65202305,4.349437022,6.302586032,241.70145,241.74579,0.00019615,0,0,0,0,0,0,0,0,-1,-2,-2,-2,5,5,-1,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,-2,-2,-2,-2,-1,-2,-2,-2,9,-1,-1,-1,-2,-2,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,241.93365,241.93365,242.06358,242.06358,242.09839,241.74579,241.83159,241.83159,241.91127,241.91127,241.74579,241.74579,241.83159,241.83159,241.7671,241.74579,241.74579,241.74579,241.71967,241.71967,241.71915,241.71915,241.71605,241.71605,241.71616,241.71915,241.71605,241.71605,241.7103,241.7103,241.84485,241.84485,241.87831,241.87831,241.87831,241.93365,242.02484,242.02484,242.06305,242.06305
178,0,7,0,0.7,100,-90.75085416,43.55512916,162.6324313,9.093820902,4.242829631,4.850991271,241.5748,241.7941,0.00019615,0,0,0,0,0,0,0,0,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,-1,-2,-2,-2,-1,-2,-2,-2,-2,-1,-1,-2,-2,-2,2,-1,-2,-2,-2,241.78569,241.78569,241.72073,241.72073,241.65392,241.7941,241.76688,241.76688,241.73807,241.70299,241.7941,241.7941,241.76688,241.76688,241.76338,241.7941,241.7941,241.7941,241.80743,241.80743,241.81415,241.81415,241.76869,241.76869,241.75674,241.81415,241.81415,241.76869,241.71501,241.71501,241.8002,241.8002,241.79886,241.79886,241.79886,241.78569,241.7689,241.7689,241.77826,241.77826
179,0,6,0,0.6,100,-90.75112447,43.55427686,172.764478,18.81813413,7.867712389,10.95042174,241.74179,242.14044,0.0015146,0,0,0,0,0,0,0,0,-1,-1,-2,-2,-2,-2,-1,-2,-2,-2,-2,-1,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-2,-2,-1,-1,-2,-2,-2,-1,-1,-1,-2,-2,-1,-1,-1,-1,-1,242.2828,242.2828,242.12114,242.10454,242.02335,242.2828,242.2828,242.19568,242.19568,242.13553,242.40776,242.40776,242.36716,242.3995,242.3995,242.23549,242.23549,242.149,241.91736,241.91736,242.23549,241.9641,241.87721,241.87721,241.76476,242.14044,241.90614,241.76164,241.76164,241.82492,242.14044,241.90614,241.84181,241.84181,241.79906,242.14044,242.0019,242.0019,241.86336,241.86336
180,0,5,0,0.5,100,-90.75059204,43.55372865,106.6478376,12.38578903,6.880147225,5.505641803,241.6504,241.66035,0.0015146,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-2,-1,-1,-1,-2,-2,-1,-2,-2,-2,-2,-1,-2,-2,-2,-2,-1,-1,-1,-2,-2,-1,-1,-1,-1,-1,-1,-2,-2,-2,-2,-1,-2,-2,-2,-2,241.66035,241.7238,241.7238,241.7436,241.82997,241.66035,241.66446,241.74028,241.74028,241.76408,242.00734,241.9409,241.9409,242.10716,242.10716,242.00734,242.00734,242.45801,242.64227,242.64227,242.00734,242.0999,242.0999,242.74661,242.74661,241.67162,241.67162,241.69507,241.69507,241.74307,241.66035,241.69426,241.69426,241.68538,242.05238,241.66035,241.70723,241.70723,242.01929,242.01929
181,0,4,0,0.4,100,-90.74953778,43.55394307,52.59281387,8.194620269,3.50048073,4.694139539,241.12042,241.47572,0.0015146,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-2,-1,-2,-2,-2,-2,-1,-2,-2,-2,-2,-1,-1,-2,-2,-2,-1,-1,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,241.48996,241.48996,241.45932,241.45932,241.42186,241.47572,241.4428,241.4428,241.39928,241.39928,241.47572,241.47572,241.42055,241.42055,241.35541,241.47572,241.46292,241.46292,241.4402,241.4402,241.50508,241.50508,241.54016,241.54016,241.53378,241.50508,241.53365,241.53365,241.57329,241.57329,241.50508,241.50508,241.53548,241.53548,241.53548,241.48996,241.48996,241.48996,241.50755,241.50755
182,0,3,0,0.3,100,-90.74893842,43.55466565,75.80198441,8.272931667,3.098544006,5.174387661,240.96455,241.72092,0.0015587,0,0,0,0,0,0,0,0,2,2,-2,-2,-2,-2,2,-1,-1,-1,-1,-1,-2,-2,4,-2,-1,-2,-2,-2,-2,-1,-1,5,5,5,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,241.80437,241.80437,241.94107,241.87422,241.87422,241.66394,241.66394,241.58533,241.58533,241.48965,241.66394,241.66394,241.66394,241.58533,241.43419,241.72092,241.72092,241.72092,241.58574,241.58574,241.72092,241.74942,241.74942,241.74942,241.66551,241.72092,241.74942,241.73975,241.73975,241.72433,241.84962,241.86847,241.97499,241.97499,241.91913,241.84962,241.97714,241.97714,242.10411,242.10411
183,0,2,0,0.2,100,-90.74791213,43.55425352,134.3252642,11.85360144,6.192543658,5.661057781,240.662,240.93166,0.0030255,0,0,0,0,0,0,0,0,7,7,-2,-2,-2,-2,7,7,7,7,7,4,4,4,-1,-1,4,-1,4,-2,-2,-1,-2,-2,-2,-2,-1,-1,-2,-2,-2,-1,-1,-1,-2,-2,-1,-2,3,-2,-2,241.0354,241.0354,241.18562,241.31831,241.49016,240.93166,241.06581,241.06581,241.20958,241.20958,240.93166,240.85794,240.96205,240.96205,240.97209,240.93166,240.85794,240.77567,240.77567,240.77567,240.82082,240.7803,240.75826,240.75826,240.71161,240.82082,240.79706,240.79706,240.7923,240.7923,240.90565,240.90565,240.8741,240.97012,240.97012,241.0354,241.0354,241.13968,241.13968,241.26714
184,0,1,0,0.1,100,-90.74730993,43.55352943,179.4918068,7.158004307,2.925802556,4.232201751,240.191,240.84087,0.00471,0,0,0,0,0,0,0,0,5,5,5,-2,7,7,5,5,-2,7,7,-2,5,3,-2,-2,-1,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,-2,-2,-2,-2,-1,-2,-2,-2,-2,5,-1,-1,-1,-1,240.84087,240.94656,240.94656,241.24731,241.24731,240.84087,240.94656,241.15256,241.15256,241.63058,240.84087,240.9603,240.9603,241.21045,241.21045,240.77158,240.77158,240.74094,240.74094,240.73708,240.84087,240.43802,240.43802,240.30768,240.30768,240.47757,240.47757,240.3054,240.3054,240.2192,240.84087,240.47757,240.47757,240.43636,240.43636,240.84087,240.84087,240.95374,240.95374,241.03824
185,0,0,0,0,100,-90.74787542,43.55275709,208.5495095,11.35170673,5.550453076,5.801253656,240.0087,240.0699,0.001823,0,0,0,0,0,0,0,0,-2,-1,-1,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-2,-2,-2,3,-1,-2,-2,-2,-2,240.13368,240.13368,240.15779,240.19623,240.25089,240.0699,240.09755,240.09755,240.15097,240.20702,240.0699,240.01624,240.03049,240.03049,240.0163,240.0699,240.01624,240.01624,240.0134,240.01396,240.07858,240.0277,240.09108,240.09108,240.04832,240.07858,240.07858,240.13756,240.17456,240.17456,240.13266,240.13266,240.16872,240.20227,240.20227,240.13368,240.13368,240.16255,240.16255,240.16255
