DATETIME,CLOUDINESS1,WIND_SPEED1,RELATIVE_HUMIDITY1,AIR_TEMPERATURE1
7/3/2023 9:00,0.586288985,0,0.71,24.581
7/3/2023 10:00,0.230897438,0.5,0.616,28.419
7/3/2023 11:00,0.452955927,0.76,0.517,30.469
7/3/2023 12:00,0,0.76,0.452,31.306
7/3/2023 13:00,0.74897076,0.76,0.462,29.315
7/3/2023 14:00,0,1.01,0.431,31.996
7/3/2023 15:00,0,1.51,0.403,33.339
7/3/2023 16:00,0.68973143,1.51,0.402,32.768
7/3/2023 17:00,0.776993532,1.51,0.476,30.646
7/3/2023 18:00,0.434956,1.26,0.466,32.124
7/3/2023 19:00,0.573659497,0.5,0.516,30.495
7/3/2023 20:00,0.774105305,0,0.71,25.453
7/3/2023 21:00,0,0,0.849,21.819
7/3/2023 22:00,0,0,0.897,20.222
7/3/2023 23:00,0,1.26,0.753,23.521
7/4/2023 0:00,0,1.01,0.862,19.627
7/4/2023 1:00,0,0.25,0.937,18.628
7/4/2023 2:00,0,1.01,0.952,18.461
7/4/2023 3:00,0,1.01,0.912,18.557
7/4/2023 4:00,0,0,0.955,17.701
7/4/2023 5:00,0,0,0.967,17.106
7/4/2023 6:00,0.673098099,0,0.971,16.844
7/4/2023 7:00,0.688428236,0,0.97,17.582
7/4/2023 8:00,0.438129545,0,0.889,20.579
7/4/2023 9:00,0.490242073,0,0.787,24.098
7/4/2023 10:00,0.746414333,1.01,0.787,23.737
7/4/2023 11:00,0.527548023,1.51,0.684,26.867
7/4/2023 12:00,0.533787708,1.26,0.612,29.665
7/4/2023 13:00,0,2.52,0.679,26.549
7/4/2023 14:00,0,0,0.579,30.621
7/4/2023 15:00,0.599594399,1.26,0.553,31.255
7/4/2023 16:00,0.303716413,1.26,0.528,31.637
7/4/2023 17:00,0.685385097,1.01,0.514,30.545
7/4/2023 18:00,0.532662742,1.26,0.572,31.179
7/4/2023 19:00,0.605637408,0.5,0.616,29.84
7/4/2023 20:00,0.802276044,0.25,0.78,25.841
7/4/2023 21:00,0,0,0.891,22.561
7/4/2023 22:00,0,0,0.941,20.341
7/4/2023 23:00,0,0,0.956,19.865
7/5/2023 0:00,0,0,0.963,19.532
7/5/2023 1:00,0,0,0.967,18.699
7/5/2023 2:00,0,0,0.973,18.295
7/5/2023 3:00,0,0.5,0.974,19.365
7/5/2023 4:00,0,0,0.973,19.318
7/5/2023 5:00,0,0.25,0.972,19.389
7/5/2023 6:00,0.561923898,0,0.976,19.103
7/5/2023 7:00,0.974760379,0.76,0.971,20.388
7/5/2023 8:00,0.836778635,0,0.965,20.674
7/5/2023 9:00,0.576338828,0.76,0.901,22.609
7/5/2023 10:00,0.830983579,0,0.881,23.016
7/5/2023 11:00,0.781170388,2.01,0.869,22.585
7/5/2023 12:00,0.759708802,0.76,0.87,22.345
7/5/2023 13:00,0.419186174,1.76,0.785,24.098
7/5/2023 14:00,0.414869216,2.52,0.753,24.05
7/5/2023 15:00,0,2.77,0.703,24.605
7/5/2023 16:00,0.524864808,1.51,0.621,23.93
7/5/2023 17:00,0.575351987,2.01,0.518,23.16
7/5/2023 18:00,0.30201352,1.26,0.606,24.774
7/5/2023 19:00,0.787420282,0.76,0.655,23.545
7/5/2023 20:00,0.414879479,0,0.796,21.987
7/5/2023 21:00,0,0,0.91,18.818
7/5/2023 22:00,0,0,0.946,17.962
7/5/2023 23:00,0,0,0.962,16.939
7/6/2023 0:00,0,0,0.963,16.487
7/6/2023 1:00,0,0,0.969,14.96
7/6/2023 2:00,0,0,0.976,13.738
7/6/2023 3:00,0,0,0.979,12.871
7/6/2023 4:00,0,0,0.984,12.098
7/6/2023 5:00,0,0,0.984,11.807
7/6/2023 6:00,0.694549631,0,0.985,11.053
7/6/2023 7:00,0.578398635,0,0.983,13.473
7/6/2023 8:00,0.868384044,1.26,0.87,15.748
7/6/2023 9:00,0.317554008,1.51,0.717,18.913
7/6/2023 10:00,0.180798368,1.51,0.613,20.841
7/6/2023 11:00,0,2.27,0.592,21.151
7/6/2023 12:00,0.715390893,2.01,0.538,21.604
7/6/2023 13:00,0,2.27,0.489,22.944
7/6/2023 14:00,0,2.27,0.463,23.881
7/6/2023 15:00,0.055282543,2.52,0.456,22.489
7/6/2023 16:00,0.074456993,2.52,0.424,23.545
7/6/2023 17:00,0.148935236,2.52,0.408,23.593
7/6/2023 18:00,0.226680581,1.76,0.431,23.28
7/6/2023 19:00,0.481444421,1.76,0.474,20.913
7/6/2023 20:00,0.525149105,0,0.663,17.534
7/6/2023 21:00,0,0,0.886,13.401
7/6/2023 22:00,0,0,0.932,11.2
7/6/2023 23:00,0,0,0.951,9.854
7/7/2023 0:00,0,0,0.965,8.941
7/7/2023 1:00,0,0,0.972,8.195
7/7/2023 2:00,0,0,0.975,7.368
7/7/2023 3:00,0,0,0.978,6.611
7/7/2023 4:00,0,0,0.981,6.051
7/7/2023 5:00,0,0,0.983,5.462
7/7/2023 6:00,0.739478567,0,0.984,5.616
7/7/2023 7:00,0.544480196,0,0.981,7.619
7/7/2023 8:00,0.442741625,0,0.956,11.248
7/7/2023 9:00,0.280399843,0,0.755,17.867
7/7/2023 10:00,0.13714104,0.5,0.467,23.232
7/7/2023 11:00,0.090670941,0.76,0.429,23.761
7/7/2023 12:00,0.123449541,1.26,0.444,24.195
7/7/2023 13:00,0.336568858,0.5,0.398,23.809
7/7/2023 14:00,0.207257378,1.01,0.463,24.122
7/7/2023 15:00,0.426698913,0.25,0.446,23.809
7/7/2023 16:00,0.819097023,0,0.617,20.96
7/7/2023 17:00,0.812635491,0.76,0.553,20.793
7/7/2023 18:00,0.79507266,0.25,0.579,21.056
7/7/2023 19:00,0.884508116,0.25,0.701,19.46
7/7/2023 20:00,0.857830821,0,0.767,17.891
7/7/2023 21:00,0,0,0.816,16.534
7/7/2023 22:00,0,0,0.891,15.629
7/7/2023 23:00,0,0,0.901,15.366
7/8/2023 0:00,0,0,0.926,15.103
7/8/2023 1:00,0,0,0.935,14.768
7/8/2023 2:00,0,0,0.948,14.697
7/8/2023 3:00,0,0,0.942,14.673
7/8/2023 4:00,0,0,0.955,14.433
7/8/2023 5:00,0,0,0.959,14.194
7/8/2023 6:00,0.767015523,0,0.957,14.266
7/8/2023 7:00,0.592188043,0.5,0.878,15.986
7/8/2023 8:00,0.47512142,1.26,0.814,17.701
7/8/2023 9:00,0.323604395,1.26,0.74,20.341
7/8/2023 10:00,0.21341322,1.76,0.632,22.154
7/8/2023 11:00,0,1.51,0.553,24.508
7/8/2023 12:00,0.798947733,1.26,0.481,23.905
7/8/2023 13:00,0,1.51,0.434,25.331
7/8/2023 14:00,0,1.76,0.421,25.574
7/8/2023 15:00,0,1.51,0.375,26.695
7/8/2023 16:00,0.116286683,1.01,0.372,26.891
7/8/2023 17:00,0.522212249,1.51,0.38,26.353
7/8/2023 18:00,0.388015276,0.76,0.386,26.818
7/8/2023 19:00,0.589324215,0.5,0.463,25.331
7/8/2023 20:00,0.507926776,0,0.705,21.103
7/8/2023 21:00,0,0,0.89,16.606
7/8/2023 22:00,0,0,0.929,14.361
7/8/2023 23:00,0,0,0.946,13.016
7/9/2023 0:00,0,0,0.961,12.268
7/9/2023 1:00,0,0,0.966,11.443
7/9/2023 2:00,0,0,0.972,10.736
7/9/2023 3:00,0,0,0.975,10.369
7/9/2023 4:00,0,0,0.979,9.632
7/9/2023 5:00,0,0,0.981,9.015
7/9/2023 6:00,0.655687624,0,0.982,8.866
7/9/2023 7:00,0.563720658,0,0.977,11.053
7/9/2023 8:00,0.408317267,0,0.942,13.906
7/9/2023 9:00,0.303322456,0,0.786,19.936
7/9/2023 10:00,0.204425602,1.26,0.593,23.905
7/9/2023 11:00,0.093462664,1.26,0.394,25.04
7/9/2023 12:00,0.012891827,1.26,0.376,25.914
7/9/2023 13:00,0,1.76,0.378,26.744
7/9/2023 14:00,0,1.26,0.386,27.259
7/9/2023 15:00,0.063455787,1.51,0.378,28.245
7/9/2023 16:00,0.149683065,1.51,0.377,28.518
7/9/2023 17:00,0.267788966,1.26,0.39,28.841
7/9/2023 18:00,0.396281379,1.51,0.403,27.998
7/9/2023 19:00,0.524684429,0.76,0.433,27.186
7/9/2023 20:00,0.5315492,0.25,0.564,23.04
7/9/2023 21:00,0,0.25,0.733,18.604
7/9/2023 22:00,0,0,0.899,15.533
7/9/2023 23:00,0,0,0.933,14.218
7/10/2023 0:00,0,0,0.949,13.112
7/10/2023 1:00,0,0,0.964,12.195
7/10/2023 2:00,0,0,0.967,11.273
7/10/2023 3:00,0,0,0.972,10.736
7/10/2023 4:00,0,0,0.976,10.638
7/10/2023 5:00,0,0,0.976,10.418
7/10/2023 6:00,0.630010802,0,0.979,10.394
7/10/2023 7:00,0.60307328,0,0.975,13.064
7/10/2023 8:00,0.469402374,0.5,0.885,18.271
7/10/2023 9:00,0.327834754,1.01,0.636,24.388
7/10/2023 10:00,0.200214108,2.01,0.58,26.5
7/10/2023 11:00,0.098602217,2.01,0.51,28.295
7/10/2023 12:00,0.023870745,2.52,0.5,29.19
7/10/2023 13:00,0,2.27,0.458,30.394
7/10/2023 14:00,0,2.52,0.43,31.331
7/10/2023 15:00,0.055261758,2.27,0.418,31.128
7/10/2023 16:00,0.133287166,2.27,0.443,31.433
7/10/2023 17:00,0.221626286,1.76,0.459,31.23
7/10/2023 18:00,0.822677619,2.01,0.487,30.142
7/10/2023 19:00,0.538258134,1.51,0.497,29.59
7/10/2023 20:00,0.538290807,0.76,0.547,27.407
7/10/2023 21:00,0,0.25,0.646,24.75
7/10/2023 22:00,0,0,0.645,24.315
7/10/2023 23:00,0,0.5,0.646,24.702
7/11/2023 0:00,0,0.25,0.92,20.365
7/11/2023 1:00,0,0,0.946,19.056
7/11/2023 2:00,0,0,0.955,18.271
7/11/2023 3:00,0,0,0.94,17.344
7/11/2023 4:00,0,0,0.963,15.724
7/11/2023 5:00,0,0,0.963,14.05
7/11/2023 6:00,0.682109929,0,0.962,14.146
7/11/2023 7:00,0.674540057,0,0.928,14.673
7/11/2023 8:00,0.524680981,0.76,0.785,17.819
7/11/2023 9:00,0.350631866,1.01,0.606,19.246
7/11/2023 10:00,0.176970871,1.26,0.525,21.939
7/11/2023 11:00,0.077969784,1.01,0.474,22.226
7/11/2023 12:00,0.12938116,1.01,0.451,23.857
7/11/2023 13:00,0.362307856,1.01,0.392,23.785
7/11/2023 14:00,0,1.01,0.407,24.339
7/11/2023 15:00,0.040925627,1.01,0.371,25.137
7/11/2023 16:00,0.660880294,1.01,0.367,25.258
7/11/2023 17:00,0.684429441,1.01,0.409,24.798
7/11/2023 18:00,0.693465032,0.76,0.44,24.098
7/11/2023 19:00,0.760797897,0,0.652,22.178
7/11/2023 20:00,0.721446171,0.5,0.568,21.199
7/11/2023 21:00,0,0,0.764,18.033
7/11/2023 22:00,0,0,0.861,16.796
7/11/2023 23:00,0,0.25,0.856,16.654
7/12/2023 0:00,0,0,0.876,16.439
7/12/2023 1:00,0,0,0.922,15.748
7/12/2023 2:00,0,0,0.948,14.577
7/12/2023 3:00,0,0,0.961,13.064
7/12/2023 4:00,0,0,0.959,13.377
7/12/2023 5:00,0,0,0.969,12.001
7/12/2023 6:00,0.626083397,0,0.974,11.394
7/12/2023 7:00,0.496558301,0.25,0.947,13.666
7/12/2023 8:00,0.78967732,0,0.826,18.081
7/12/2023 9:00,0.898925314,1.26,0.78,18.152
7/12/2023 10:00,0.970684405,0.76,0.795,18.105
7/12/2023 11:00,0.958327896,0.25,0.918,16.463
7/12/2023 12:00,0.932717978,0,0.935,16.296
7/12/2023 13:00,0.955336443,0.25,0.957,16.082
7/12/2023 14:00,0.912369449,0,0.954,16.296
7/12/2023 15:00,0.406351107,0.5,0.887,18.913
7/12/2023 16:00,0.712100674,0.5,0.892,18.604
7/12/2023 17:00,0.841594209,0.5,0.89,18.2
7/12/2023 18:00,0.862252485,0.25,0.873,18.2
7/12/2023 19:00,0.908367791,0.25,0.887,17.962
7/12/2023 20:00,0.913640436,0,0.895,17.344
7/12/2023 21:00,0,0,0.923,16.415
7/12/2023 22:00,0,0,0.933,16.296
7/12/2023 23:00,0,0,0.938,16.153
7/13/2023 0:00,0,0,0.958,15.796
7/13/2023 1:00,0,0,0.968,15.533
7/13/2023 2:00,0,0,0.966,15.7
7/13/2023 3:00,0,0,0.971,15.652
7/13/2023 4:00,0,0,0.968,15.748
7/13/2023 5:00,0,0,0.968,15.796
7/13/2023 6:00,0.853416207,0,0.963,16.058
7/13/2023 7:00,0.850752609,0.25,0.955,16.677
7/13/2023 8:00,0.823801905,0.25,0.935,17.772
7/13/2023 9:00,0.708201126,0.5,0.876,19.865
7/13/2023 10:00,0.713307745,1.01,0.901,19.651
7/13/2023 11:00,0.868914168,1.26,0.898,20.031
7/13/2023 12:00,0.593952409,1.01,0.796,23.424
7/13/2023 13:00,0.528497601,1.51,0.707,25.55
7/13/2023 14:00,0.622094752,1.51,0.664,26.036
7/13/2023 15:00,0.82346072,1.51,0.767,23.088
7/13/2023 16:00,0.830531791,0.5,0.755,25.113
7/13/2023 17:00,0.523970402,0.25,0.8,24.847
7/13/2023 18:00,0.419894928,0.25,0.762,26.036
7/13/2023 19:00,0.474949748,0.5,0.784,24.702
7/13/2023 20:00,0.752898681,0,0.914,20.793
7/13/2023 21:00,0,0,0.955,19.555
7/13/2023 22:00,0,0,0.967,18.295
7/13/2023 23:00,0,0,0.972,17.986
7/14/2023 0:00,0,0.25,0.976,17.748
7/14/2023 1:00,0,0.5,0.98,17.867
7/14/2023 2:00,0,0.25,0.959,17.819
7/14/2023 3:00,0,0,0.975,17.272
7/14/2023 4:00,0,0,0.978,17.439
7/14/2023 5:00,0,0,0.979,16.82
7/14/2023 6:00,0.551274021,0,0.984,15.509
7/14/2023 7:00,0.615301504,0,0.982,17.605
7/14/2023 8:00,0.510836549,0,0.968,19.841
7/14/2023 9:00,0.346581059,1.01,0.865,22.537
7/14/2023 10:00,0.222983616,1.01,0.804,25.258
7/14/2023 11:00,0.267907738,0.76,0.731,27.161
7/14/2023 12:00,0.190881304,1.01,0.674,28.742
7/14/2023 13:00,0.10991336,1.26,0.577,29.19
7/14/2023 14:00,0.378433366,1.51,0.538,28.99
7/14/2023 15:00,0.530186311,0.5,0.609,28.568
7/14/2023 16:00,0.72864032,0.76,0.618,28.27
7/14/2023 17:00,0.73177196,1.26,0.724,27.727
7/14/2023 18:00,0.954479403,0,0.843,24.146
7/14/2023 19:00,0.92065157,0,0.864,23.833
7/14/2023 20:00,0.889162895,1.01,0.803,23.28
7/14/2023 21:00,0,0.25,0.852,21.342
7/14/2023 22:00,0,0,0.911,18.747
7/14/2023 23:00,0,0,0.948,17.558
7/15/2023 0:00,0,0.5,0.961,17.153
7/15/2023 1:00,0,0,0.963,16.773
7/15/2023 2:00,0,0,0.969,15.915
7/15/2023 3:00,0,0,0.973,15.509
7/15/2023 4:00,0,0,0.976,15.318
7/15/2023 5:00,0,0,0.977,14.816
7/15/2023 6:00,0.541743939,0,0.979,14.745
7/15/2023 7:00,0.788208347,0,0.979,15.247
7/15/2023 8:00,0.604382961,0,0.98,16.654
7/15/2023 9:00,0.42519048,0,0.883,21.342
7/15/2023 10:00,0.276062436,1.01,0.712,23.785
7/15/2023 11:00,0.207850205,2.01,0.647,24.653
7/15/2023 12:00,0.081947739,1.76,0.561,25.89
7/15/2023 13:00,0.893542488,1.26,0.55,26.451
7/15/2023 14:00,0.143356117,1.01,0.498,26.793
7/15/2023 15:00,0.221228228,1.76,0.51,27.161
7/15/2023 16:00,0.30101902,0.76,0.535,27.85
7/15/2023 17:00,0.568081699,1.26,0.52,27.136
7/15/2023 18:00,0.545009807,0.76,0.548,27.112
7/15/2023 19:00,0.882295457,0,0.725,23.184
7/15/2023 20:00,0.547344014,0.5,0.72,20.793
7/15/2023 21:00,0,0,0.917,16.939
7/15/2023 22:00,0,0,0.946,15.986
7/15/2023 23:00,0,0,0.955,14.888
7/16/2023 0:00,0,0,0.967,14.146
7/16/2023 1:00,0,0,0.969,13.786
7/16/2023 2:00,0,0,0.971,13.377
7/16/2023 3:00,0,0,0.974,13.064
7/16/2023 4:00,0,0,0.975,12.534
7/16/2023 5:00,0,0,0.977,11.734
7/16/2023 6:00,0.404207295,0,0.979,11.492
7/16/2023 7:00,0.736136194,0,0.98,11.977
7/16/2023 8:00,0.638470193,0,0.979,14.218
7/16/2023 9:00,0.399966239,0,0.904,18.723
7/16/2023 10:00,0.221255915,1.51,0.642,21.915
7/16/2023 11:00,0.114768639,1.51,0.559,23.208
7/16/2023 12:00,0,1.76,0.543,24.436
7/16/2023 13:00,0,2.52,0.474,25.113
7/16/2023 14:00,0.038178136,1.51,0.503,25.866
7/16/2023 15:00,0.135158779,1.51,0.507,26.231
7/16/2023 16:00,0.24887362,1.76,0.499,26.061
7/16/2023 17:00,0.420980985,2.01,0.507,25.525
7/16/2023 18:00,0.586953431,1.01,0.526,25.453
7/16/2023 19:00,0.775788581,0.5,0.587,23.954
7/16/2023 20:00,0.789722593,0.76,0.61,22.393
7/16/2023 21:00,0,0,0.754,18.604
7/16/2023 22:00,0,0,0.885,15.748
7/16/2023 23:00,0,0,0.939,14.314
7/17/2023 0:00,0,0,0.951,13.064
7/17/2023 1:00,0,0,0.958,11.273
7/17/2023 2:00,0,0,0.965,10.907
7/17/2023 3:00,0,0,0.968,10.173
7/17/2023 4:00,0,0,0.975,8.767
7/17/2023 5:00,0,0,0.976,8.444
7/17/2023 6:00,0.241272067,0,0.978,8.469
7/17/2023 7:00,0.590000522,0,0.976,10.541
7/17/2023 8:00,0.478966186,0,0.975,13.305
7/17/2023 9:00,0.327963829,0.5,0.764,18.152
7/17/2023 10:00,0.195528425,1.76,0.633,20.198
7/17/2023 11:00,0.657241007,1.51,0.603,22.058
7/17/2023 12:00,0.637572287,2.27,0.559,22.226
7/17/2023 13:00,0.555597367,2.27,0.548,21.557
7/17/2023 14:00,0.402926827,2.52,0.502,22.13
7/17/2023 15:00,0.371485381,1.51,0.551,22.369
7/17/2023 16:00,0,2.27,0.505,23.064
7/17/2023 17:00,0.516985369,1.76,0.538,21.819
7/17/2023 18:00,0.677913068,1.26,0.551,21.915
7/17/2023 19:00,0.589313887,0.76,0.556,21.795
7/17/2023 20:00,0.708538555,0,0.699,18.533
7/17/2023 21:00,0,0,0.849,14.745
7/17/2023 22:00,0,0,0.938,12.751
7/17/2023 23:00,0,0,0.95,11.37
7/18/2023 0:00,0,0,0.96,10.883
7/18/2023 1:00,0,0,0.964,10.051
7/18/2023 2:00,0,0,0.968,9.534
7/18/2023 3:00,0,0,0.97,9.287
7/18/2023 4:00,0,0,0.973,8.916
7/18/2023 5:00,0,0,0.975,8.344
7/18/2023 6:00,0.37030758,0,0.977,8.469
7/18/2023 7:00,0.589474907,0,0.976,10.541
7/18/2023 8:00,0.490324606,0,0.974,13.714
7/18/2023 9:00,0.325755282,0,0.83,18.557
7/18/2023 10:00,0.196831524,0.5,0.625,22.848
7/18/2023 11:00,0.046190635,0.5,0.467,25.283
7/18/2023 12:00,0,1.26,0.523,24.677
7/18/2023 13:00,0.723105686,1.51,0.511,24.339
7/18/2023 14:00,0,1.26,0.476,26.304
7/18/2023 15:00,0.016263127,0.76,0.46,26.94
7/18/2023 16:00,0.624773832,1.26,0.492,26.965
7/18/2023 17:00,0.833904139,0.25,0.58,23.737
7/18/2023 18:00,0.375675515,0.76,0.48,26.426
7/18/2023 19:00,0.510798725,0,0.582,24.677
7/18/2023 20:00,0.753738433,0.25,0.747,19.175
7/18/2023 21:00,0,0,0.884,15.581
7/18/2023 22:00,0,0,0.939,14.098
7/18/2023 23:00,0,0,0.955,13.04
7/19/2023 0:00,0,0,0.958,12.025
7/19/2023 1:00,0,0,0.965,11.54
7/19/2023 2:00,0,0,0.968,10.712
7/19/2023 3:00,0,0,0.972,10.81
7/19/2023 4:00,0,0,0.974,10.492
7/19/2023 5:00,0,0,0.975,10.663
7/19/2023 6:00,0.354022102,0,0.977,10.858
7/19/2023 7:00,0.445847998,0,0.977,13.088
7/19/2023 8:00,0.753451737,0,0.971,14.792
7/19/2023 9:00,0.758212929,0.25,0.907,17.272
7/19/2023 10:00,0.250845136,0.76,0.661,23.4
7/19/2023 11:00,0.047700273,2.52,0.586,25.453
7/19/2023 12:00,0,2.52,0.565,26.744
7/19/2023 13:00,0,3.02,0.52,27.038
7/19/2023 14:00,0.498890935,1.26,0.538,26.891
7/19/2023 15:00,0.056993386,2.01,0.574,27.014
7/19/2023 16:00,0.546405818,2.52,0.549,27.628
7/19/2023 17:00,0.444022294,1.01,0.57,28.048
7/19/2023 18:00,0.560126782,0.76,0.641,26.231
7/19/2023 19:00,0.640699076,0.25,0.659,25.817
7/19/2023 20:00,0.528142489,0,0.79,22.298
7/19/2023 21:00,0,0,0.897,18.985
7/19/2023 22:00,0,0,0.943,16.939
7/19/2023 23:00,0,0,0.956,15.7
7/20/2023 0:00,0,0,0.964,15.127
7/20/2023 1:00,0,0,0.969,15.127
7/20/2023 2:00,0,0,0.971,15.318
7/20/2023 3:00,0,0,0.968,15.581
7/20/2023 4:00,0,0,0.974,14.505
7/20/2023 5:00,0,0,0.976,14.266
7/20/2023 6:00,0.264772678,0,0.978,14.385
7/20/2023 7:00,0.660779812,0,0.979,15.485
7/20/2023 8:00,0.529921373,1.26,0.871,19.936
7/20/2023 9:00,0.350776264,2.01,0.745,22.011
7/20/2023 10:00,0.14374518,1.76,0.729,21.485
7/20/2023 11:00,0.061245181,2.27,0.631,23.689
7/20/2023 12:00,0.136572317,2.01,0.619,24.992
7/20/2023 13:00,0.565910541,3.02,0.6,23.593
7/20/2023 14:00,0.484163654,2.52,0.602,23.256
7/20/2023 15:00,0,2.01,0.627,22.393
7/20/2023 16:00,0,2.01,0.611,24.122
7/20/2023 17:00,0.003296246,1.76,0.57,24.75
7/20/2023 18:00,0.354541995,2.01,0.58,24.484
7/20/2023 19:00,0.497645727,2.01,0.58,23.569
7/20/2023 20:00,0.745473544,0.5,0.654,21.652
7/20/2023 21:00,0,0,0.876,16.725
7/20/2023 22:00,0,0,0.933,14.888
7/20/2023 23:00,0,0,0.95,13.786
7/21/2023 0:00,0,0,0.959,13.185
7/21/2023 1:00,0,0,0.966,11.88
7/21/2023 2:00,0,0,0.97,11.2
7/21/2023 3:00,0,0,0.973,10.516
7/21/2023 4:00,0,0,0.977,10.296
7/21/2023 5:00,0,0,0.976,10.222
7/21/2023 6:00,0.316019475,0,0.98,9.952
7/21/2023 7:00,0.618842888,0,0.977,11.734
7/21/2023 8:00,0.524515719,0,0.977,14.337
7/21/2023 9:00,0.348533633,0,0.859,18.889
7/21/2023 10:00,0.224837015,1.01,0.673,23.4
7/21/2023 11:00,0.062746319,1.51,0.559,25.307
7/21/2023 12:00,0,0.76,0.536,26.989
7/21/2023 13:00,0,1.51,0.473,26.891
7/21/2023 14:00,0,1.26,0.435,27.825
7/21/2023 15:00,0.010288672,0.76,0.433,28.692
7/21/2023 16:00,0.836269909,1.01,0.448,27.949
7/21/2023 17:00,0.267890123,0.25,0.451,29.365
7/21/2023 18:00,0.406338381,0.76,0.409,27.949
7/21/2023 19:00,0.559047464,0.25,0.663,22.705
7/21/2023 20:00,0.870555596,0,0.807,19.793
7/21/2023 21:00,0,0,0.892,16.939
7/21/2023 22:00,0,0,0.94,15.438
7/21/2023 23:00,0,0,0.952,14.361
7/22/2023 0:00,0,0,0.958,14.673
7/22/2023 1:00,0,0,0.96,14.984
7/22/2023 2:00,0,0,0.96,14.984
7/22/2023 3:00,0,0,0.964,14.266
7/22/2023 4:00,0,0,0.971,14.17
7/22/2023 5:00,0,0,0.972,13.666
7/22/2023 6:00,0.107404869,0,0.978,13.112
7/22/2023 7:00,0.745033565,0,0.974,14.529
7/22/2023 8:00,0.506365575,0,0.931,18.176
7/22/2023 9:00,0.361956511,0,0.757,23.545
7/22/2023 10:00,0.237362203,0.76,0.65,25.234
7/22/2023 11:00,0.118857872,1.01,0.6,25.817
7/22/2023 12:00,0.688008703,1.51,0.543,26.524
7/22/2023 13:00,0.777456703,1.26,0.533,25.744
7/22/2023 14:00,0.70710435,1.01,0.531,26.916
7/22/2023 15:00,0.273753914,1.51,0.487,28.345
7/22/2023 16:00,0.063479803,1.51,0.436,29.54
7/22/2023 17:00,0.385781281,1.01,0.441,28.444
7/22/2023 18:00,0.558210607,1.01,0.507,27.702
7/22/2023 19:00,0.995746374,1.51,0.807,16.773
7/22/2023 20:00,0.993785409,0.5,0.931,16.392
7/22/2023 21:00,0,1.51,0.915,16.558
7/22/2023 22:00,0,0.25,0.95,15.963
7/22/2023 23:00,0,0,0.958,15.294
7/23/2023 0:00,0,0,0.965,15.175
